"f653120","Jonathan Grimes","Wed, 9 Mar 2016 23:27:52 -0600","Added Files for Deliv",	 3 files changed, 0 insertions(+), 0 deletions(-)	
"6f674e7","Victor Vazquez","Wed, 9 Mar 2016 20:22:54 -0600","fixed some stuff in the termination check",	 1 file changed, 8 insertions(+), 7 deletions(-)	
"6bbba96","Ryan Walters","Wed, 9 Mar 2016 19:48:11 -0600","Update README.md",	 1 file changed, 5 insertions(+), 2 deletions(-)	
"34a924a","Ryan Walters","Wed, 9 Mar 2016 19:46:33 -0600","Update README.md",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"28d4661","Jonathan Grimes","Wed, 9 Mar 2016 19:34:59 -0600","Update .gitignore",	 1 file changed, 1 insertion(+)	
"b842236","Ryan Walters","Wed, 9 Mar 2016 14:45:04 -0600","improvements to server. need to add acknowledgement",	 5 files changed, 33 insertions(+), 20 deletions(-)	
"1fbd6f6","Ryan Walters","Wed, 9 Mar 2016 14:29:16 -0600","fixed display issues with server",	 6 files changed, 214 insertions(+), 128 deletions(-)	
"6e1aae4","Nathan Blattman","Wed, 9 Mar 2016 13:27:57 -0600","some added functions to Game.cpp string who_won bool game_over",	 3 files changed, 22 insertions(+), 14593 deletions(-)	
"0354184","Nathan Blattman","Wed, 9 Mar 2016 12:40:47 -0600","fixing merge conflicts",	 1 file changed, 14594 insertions(+), 1 deletion(-)	
"be611f5","Jonathan Grimes","Wed, 9 Mar 2016 00:29:03 -0600","Before sleep commit",	 3 files changed, 10 insertions(+), 11 deletions(-)	
"d19a540","Ryan Walters","Wed, 9 Mar 2016 00:13:19 -0600","added functions for server from parser.h",	 2 files changed, 307 insertions(+), 13 deletions(-)	
"fb3f761","Ryan Walters","Tue, 8 Mar 2016 22:44:50 -0600","changed parser.cpp to client and added base server code. need to implement server",	 5 files changed, 131 insertions(+), 56 deletions(-)	
"459cde9","Nathan Blattman","Tue, 8 Mar 2016 12:21:49 -0600","I added a display for winning",	 3 files changed, 99 insertions(+), 46 deletions(-)	
"43fe2a5","Jonathan Grimes","Tue, 8 Mar 2016 12:12:45 -0600","Added errors to STDOUT And also to output.txt. Better management",	 2 files changed, 60 insertions(+), 96 deletions(-)	
"9913224","Ryan Walters","Mon, 7 Mar 2016 20:13:59 -0600","random ai implemented",	 4 files changed, 94 insertions(+), 28 deletions(-)	
"9e9878c","Ryan Walters","Mon, 7 Mar 2016 19:14:08 -0600","commented out AI functionality that is not ready yet",	 1 file changed, 3 insertions(+), 3 deletions(-)	
"6f249ca","Ryan Walters","Mon, 7 Mar 2016 19:13:34 -0600","fixed valid move check to correctly check left and right moves",	 9 files changed, 144 insertions(+), 50 deletions(-)	
"2889e50","Ryan Walters","Mon, 7 Mar 2016 14:40:47 -0600","added base for ai to make a move",	 7 files changed, 111 insertions(+), 76 deletions(-)	
"028db41","Ryan Walters","Mon, 7 Mar 2016 10:49:30 -0600","resolved merge conflict. errors was in output.txt so lets just let it refresh itself",	 3 files changed, 68 insertions(+), 11 deletions(-)	
"33f989c","Jonathan Grimes","Mon, 7 Mar 2016 00:29:27 -0600","Slight modifications I made a mistake with last commit opps, sorry",	 3 files changed, 3 insertions(+), 3 deletions(-)	
"929ae1a","Jonathan Grimes","Mon, 7 Mar 2016 00:25:15 -0600","Improved layout of parser",	 4 files changed, 26 insertions(+), 21 deletions(-)	
"3346e63","Jonathan Grimes","Mon, 7 Mar 2016 00:11:49 -0600","Modified make, added server.cpp This is to give fundation to the main() in server",	 5 files changed, 61 insertions(+), 42 deletions(-)	
"ecc4172","Jonathan Grimes","Sun, 6 Mar 2016 13:18:12 -0600","Small fix",	 2 files changed, 19 insertions(+), 8 deletions(-)	
"f2c7e8c","Jonathan Grimes","Sun, 6 Mar 2016 13:11:41 -0600","Last merge conflict All of the conflict o.0",	 1 file changed, 2 deletions(-)	
"a31c84f","Jonathan Grimes","Sun, 6 Mar 2016 13:02:17 -0600","fixing more merge conflicts?",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"77e4d99","Jonathan Grimes","Sun, 6 Mar 2016 12:30:30 -0600","Fixed spacing in Parser.cpp",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"711781a","Nathan Blattman","Sun, 6 Mar 2016 00:19:39 -0600","Couple of changes: moved termination check to game.cpp debugged termination check fixed parser to allow a piece to move in the h column",	 6 files changed, 58 insertions(+), 50 deletions(-)	
"eed8e66","Nathan Blattman","Sat, 5 Mar 2016 21:27:56 -0600","fixed some minor changes",	 3 files changed, 8 insertions(+), 20 deletions(-)	
"ff6805c","Nathan Blattman","Sat, 5 Mar 2016 21:26:02 -0600","fixed some minor changes",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"3b40729","Nathan Blattman","Sat, 5 Mar 2016 21:25:27 -0600","fixed some minor changes",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"3c52a06","Jonathan Grimes","Sat, 5 Mar 2016 20:54:50 -0600","Added formatting from merge conflict",	 2 files changed, 6 insertions(+), 10 deletions(-)	
"a226565","Jonathan Grimes","Sat, 5 Mar 2016 20:47:47 -0600","Fixed merge conflict",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"aaccea3","Nathan Blattman","Sat, 5 Mar 2016 21:21:14 -0600","fixed some minor changes",	 4 files changed, 46 insertions(+), 37 deletions(-)	
"c292d93","Jonathan Grimes","Sat, 5 Mar 2016 20:45:25 -0600","Fixed merge conflict",	 1 file changed, 10 insertions(+), 2 deletions(-)	
"d85b46e","Nathan Blattman","Sat, 5 Mar 2016 20:47:07 -0600","old version",	 2 files changed, 4 insertions(+), 4 deletions(-)	
"7a79faa","Nathan Blattman","Sat, 5 Mar 2016 20:12:59 -0600","A working breakthrough game with only the termination code missing",	 3 files changed, 32 insertions(+), 68 deletions(-)	
"0bca072","Nathan Blattman","Sat, 5 Mar 2016 17:38:47 -0600","Undo implemented in game and parser",	 5 files changed, 106 insertions(+), 46 deletions(-)	
"f7689d1","Jonathan Grimes","Sat, 5 Mar 2016 14:30:25 -0600","Moved Parser main into a cpp Renamed Parser to Parser.h",	 4 files changed, 402 insertions(+), 386 deletions(-)	
"fdb2923","Jonathan Grimes","Sat, 5 Mar 2016 12:40:25 -0600","Fixed a small SegFault",	 2 files changed, 20 insertions(+), 9 deletions(-)	
"e3773c6","Jonathan Grimes","Fri, 4 Mar 2016 22:50:26 -0600","Now running some functions SegFaults are being capture for formatting",	 6 files changed, 60 insertions(+), 43 deletions(-)	
"72aaa00","Jonathan Grimes","Fri, 4 Mar 2016 22:00:59 -0600","I've done what I can right now",	 1 file changed, 5 insertions(+), 3 deletions(-)	
"934a3eb","Jonathan Grimes","Fri, 4 Mar 2016 21:37:24 -0600","More improvements",	 3 files changed, 24 insertions(+), 22 deletions(-)	
"e519ada","Jonathan Grimes","Fri, 4 Mar 2016 21:03:51 -0600","File input is now working It took forever, but it is working now",	 3 files changed, 41 insertions(+), 19 deletions(-)	
"00fae7d","Nathan Blattman","Sat, 5 Mar 2016 11:55:21 -0600","fixed the mechanics by debugging valid move function",	 1 file changed, 9 insertions(+), 8 deletions(-)	
"586e0eb","Nathan Blattman","Fri, 4 Mar 2016 14:54:09 -0600","save state implemented and undo implemented",	 2 files changed, 23 insertions(+), 2 deletions(-)	
"357448e","Jonathan Grimes","Sun, 6 Mar 2016 12:30:30 -0600","Fixed spacing in Parser.cpp",	 1 file changed, 37 deletions(-)	
"77458d0","Nathan Blattman","Sun, 6 Mar 2016 00:19:39 -0600","Couple of changes: moved termination check to game.cpp debugged termination check fixed parser to allow a piece to move in the h column",	 7 files changed, 95 insertions(+), 61 deletions(-)	
"ce00a53","Victor Vazquez","Sat, 5 Mar 2016 21:46:42 -0600","added game termination code",	 4 files changed, 50 insertions(+), 3 deletions(-)	
"a82c551","Nathan Blattman","Sat, 5 Mar 2016 21:27:56 -0600","fixed some minor changes",	 2 files changed, 13 insertions(+), 2 deletions(-)	
"e7300cd","Nathan Blattman","Sat, 5 Mar 2016 21:26:02 -0600","fixed some minor changes",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"7caf997","Nathan Blattman","Sat, 5 Mar 2016 21:25:27 -0600","fixed some minor changes",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"9fcc59a","Nathan Blattman","Sat, 5 Mar 2016 21:21:14 -0600","fixed some minor changes",	 5 files changed, 46 insertions(+), 338 deletions(-)	
"8aa9090","Jonathan Grimes","Sat, 5 Mar 2016 20:54:50 -0600","Added formatting from merge conflict",	 4 files changed, 7 insertions(+), 25 deletions(-)	
"15f24e7","Jonathan Grimes","Sat, 5 Mar 2016 20:47:47 -0600","Fixed merge conflict",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"f70eb10","Nathan Blattman","Sat, 5 Mar 2016 20:47:07 -0600","old version",	 4 files changed, 5 insertions(+), 5 deletions(-)	
"93d8455","Jonathan Grimes","Sat, 5 Mar 2016 20:45:25 -0600","Fixed merge conflict",	 3 files changed, 31 insertions(+), 379 deletions(-)	
"d255cf0","Nathan Blattman","Sat, 5 Mar 2016 20:12:59 -0600","A working breakthrough game with only the termination code missing",	 4 files changed, 7 insertions(+), 22 deletions(-)	
"a39bdd1","Nathan Blattman","Sat, 5 Mar 2016 17:38:47 -0600","Undo implemented in game and parser",	 5 files changed, 99 insertions(+), 12646 deletions(-)	
"b030bd5","Nathan Blattman","Sat, 5 Mar 2016 16:58:24 -0600","Added Diplay toggle and fixed some diplay issues",	 5 files changed, 12629 insertions(+), 15 deletions(-)	
"41d128b","Jonathan Grimes","Sat, 5 Mar 2016 14:30:25 -0600","Moved Parser main into a cpp Renamed Parser to Parser.h",	 4 files changed, 403 insertions(+), 387 deletions(-)	
"c691a7c","Jonathan Grimes","Sat, 5 Mar 2016 12:40:25 -0600","Fixed a small SegFault",	 2 files changed, 18 insertions(+), 7 deletions(-)	
"cedbae7","Nathan Blattman","Sat, 5 Mar 2016 11:55:21 -0600","fixed the mechanics by debugging valid move function",	 1 file changed, 9 insertions(+), 8 deletions(-)	
"c34711b","Jonathan Grimes","Fri, 4 Mar 2016 22:50:26 -0600","Now running some functions SegFaults are being capture for formatting",	 4 files changed, 35 insertions(+), 17 deletions(-)	
"4b57600","Jonathan Grimes","Fri, 4 Mar 2016 22:00:59 -0600","I've done what I can right now",	 1 file changed, 5 insertions(+), 3 deletions(-)	
"a64d785","Jonathan Grimes","Fri, 4 Mar 2016 21:37:24 -0600","More improvements",	 3 files changed, 24 insertions(+), 22 deletions(-)	
"eec03c0","Jonathan Grimes","Fri, 4 Mar 2016 21:03:51 -0600","File input is now working It took forever, but it is working now",	 3 files changed, 41 insertions(+), 19 deletions(-)	
"b430d51","Nathan Blattman","Fri, 4 Mar 2016 14:54:09 -0600","save state implemented and undo implemented",	 2 files changed, 23 insertions(+), 2 deletions(-)	
"8a67ec5","Jonathan Grimes","Fri, 4 Mar 2016 14:44:29 -0600","Shell still in progress",	 2 files changed, 41 insertions(+), 57 deletions(-)	
"754f120","Jonathan Grimes","Fri, 4 Mar 2016 00:31:15 -0600","Added Ctrl+C function this keeps the format of file intact",	 2 files changed, 21 insertions(+), 9 deletions(-)	
"8d311c2","Jonathan Grimes","Fri, 4 Mar 2016 00:12:45 -0600","Added more functionality to Parser Still need to define functions Still need to deal with comments",	 2 files changed, 144 insertions(+), 30 deletions(-)	
"cce70fd","Jonathan Grimes","Thu, 3 Mar 2016 22:34:00 -0600","Added Output.txt",	 1 file changed, 2 insertions(+)	
"9de12d4","Jonathan Grimes","Thu, 3 Mar 2016 11:30:45 -0600","Update .gitignore",	 1 file changed, 1 insertion(+)	
"adf5a11","Jonathan Grimes","Thu, 3 Mar 2016 00:25:06 -0600","Before sleep commit Parser has shell code and is partially working Progress is being made",	 1 file changed, 126 insertions(+), 25 deletions(-)	
"c25b8e0","Jonathan Grimes","Wed, 2 Mar 2016 22:05:50 -0600","Added input change This is to switch from file input to hand type ONLY",	 1 file changed, 22 insertions(+), 14 deletions(-)	
"a19654b","Jonathan Grimes","Wed, 2 Mar 2016 21:46:18 -0600","Parser now compling Output.txt is working and giving output",	 2 files changed, 15 insertions(+), 9 deletions(-)	
"38fdc17","Jonathan Grimes","Wed, 2 Mar 2016 21:22:35 -0600","More modication Shorten amount of lines More effiencency",	 1 file changed, 53 insertions(+), 58 deletions(-)	
"375c102","Jonathan Grimes","Wed, 2 Mar 2016 20:51:48 -0600","Modifing old parser this is to be as effiecent as possible",	 1 file changed, 91 insertions(+), 32 deletions(-)	
"82455cb","Jonathan Grimes","Wed, 2 Mar 2016 20:12:16 -0600","Added intial Parser This is not even outline yet. Also modified make and ignore",	 4 files changed, 93 insertions(+), 27 deletions(-)	
"54234a4","Nathan Blattman","Tue, 1 Mar 2016 14:34:06 -0600","Beefed up the valid_move check",	 4 files changed, 27 insertions(+), 9 deletions(-)	
"f07f210","Nathan Blattman","Tue, 1 Mar 2016 14:03:17 -0600","Updated display and  movement enabled",	 3 files changed, 31 insertions(+), 10 deletions(-)	
"184617c","Nathan Blattman","Tue, 1 Mar 2016 13:35:26 -0600","a simply display function to output the board",	 4 files changed, 30 insertions(+), 16 deletions(-)	
"f532796","Ryan Walters","Tue, 1 Mar 2016 12:00:14 -0600","Added AI files",	 2 files changed, 39 insertions(+)	
"6f80cf5","Nathan Blattman","Tue, 1 Mar 2016 11:15:54 -0600","space",	 1 file changed, 1 insertion(+), 1 deletion(-)	
"333d7d1","Nathan Blattman","Tue, 1 Mar 2016 11:12:46 -0600","debugged version of my earlier commit",	 1 file changed, 3 insertions(+), 2 deletions(-)	
"7ea1b0b","Nathan Blattman","Tue, 1 Mar 2016 11:02:27 -0600","debugged version of my earlier commit",	 5 files changed, 63 insertions(+), 12 deletions(-)	
"1a4657a","Nathan Blattman","Tue, 1 Mar 2016 08:44:36 -0600","added constructor definitions for State and some functions to Game.h",	 3 files changed, 36 insertions(+), 2 deletions(-)	
"8a2549b","jonygrimes","Mon, 29 Feb 2016 21:44:06 -0600","Created ouput",	 1 file changed, 1 insertion(+)	
"c170449","Ryan Walters","Sun, 28 Feb 2016 16:15:51 -0600","Added more of a framework to start the project from",	 4 files changed, 87 insertions(+), 4 deletions(-)	
"6cd68de","Ryan Walters","Sun, 28 Feb 2016 15:40:57 -0600","Changed output executable of 'make game' to breakthrough",	 1 file changed, 2 insertions(+), 2 deletions(-)	
"384778d","Ryan Walters","Sun, 28 Feb 2016 15:40:04 -0600","Update README.md",	 1 file changed, 2 deletions(-)	
"c924d1a","Ryan Walters","Sun, 28 Feb 2016 15:39:55 -0600","Update README.md",	 1 file changed, 10 insertions(+)	
"e683748","Ryan Walters","Sun, 28 Feb 2016 15:36:53 -0600","Added base files for Game mechanics",	 7 files changed, 63 insertions(+), 2 deletions(-)	
"319950b","Ryan Walters","Sun, 28 Feb 2016 15:35:38 -0600","added project files for a starting point",	 1 file changed, 20 insertions(+)	
"6c3e39f","Ryan Walters","Sun, 28 Feb 2016 15:00:19 -0600","added gitignore",	 1 file changed, 5 insertions(+)	
"92117b4","Ryan Walters","Fri, 26 Feb 2016 16:24:53 -0600","Update README.md",	 1 file changed, 1 insertion(+), 60 deletions(-)	
"b92c1b5","Ryan Walters","Fri, 26 Feb 2016 15:38:50 -0600","added row to operators table",	 1 file changed, 5 insertions(+), 4 deletions(-)	
"9623a50","Ryan Walters","Fri, 26 Feb 2016 13:33:31 -0600","fixed spacing for the rest of the bullet points",	 1 file changed, 14 insertions(+), 14 deletions(-)	
"2d94def","Ryan Walters","Fri, 26 Feb 2016 13:32:35 -0600","spacing of bullet points",	 1 file changed, 6 insertions(+), 6 deletions(-)	
"1887ab3","Ryan Walters","Fri, 26 Feb 2016 13:31:54 -0600","fixed formatting of bullet points",	 1 file changed, 18 insertions(+)	
"db8aa49","Ryan Walters","Fri, 26 Feb 2016 13:30:00 -0600","updated table",	 1 file changed, 5 insertions(+), 5 deletions(-)	
"18c3f66","Ryan Walters","Fri, 26 Feb 2016 13:25:02 -0600","added spacing before table",	 1 file changed, 2 insertions(+), 1 deletion(-)	
"1afb3ff","Ryan Walters","Fri, 26 Feb 2016 13:24:26 -0600","added header to table",	 1 file changed, 2 insertions(+), 1 deletion(-)	
"242eb2b","Ryan Walters","Fri, 26 Feb 2016 13:23:15 -0600","fixed table",	 1 file changed, 1 insertion(+)	
"a789055","Ryan Walters","Fri, 26 Feb 2016 13:22:57 -0600","added more topics to readme",	 1 file changed, 23 insertions(+), 1 deletion(-)	
"6a074c1","Ryan Walters","Fri, 26 Feb 2016 13:11:07 -0600","updated readme for Board Representation and Game State Representation",	 1 file changed, 21 insertions(+), 2 deletions(-)	
"e2892f6","ryanwalters","Fri, 26 Feb 2016 09:59:26 -0600","Initial commit",	 1 file changed, 2 insertions(+)	
